danceability,energy,loudness,speechiness,instrumentalness,liveness,valence,tempo,genre
0.331,0.816,-1.628,0.0603,0.0,0.11,0.0949,149.952,futurebass
0.546,0.602,-5.714,0.034,0.000369,0.137,0.103,135.014,futurebass
0.456,0.819,-4.223,0.0685,0.0,0.113,0.0846,139.85,futurebass
0.557,0.684,-4.695,0.0542,0.0,0.157,0.125,139.857,futurebass
0.616,0.746,-5.255,0.0636,0.0,0.096,0.356,127.99,futurebass
0.593,0.644,-9.604,0.0706,0.0,0.124,0.25,139.998,futurebass
0.447,0.687,-3.542,0.0302,5.18e-05,0.0842,0.508,138.016,futurebass
0.584,0.616,-5.941,0.0257,0.0672,0.33,0.101,135.028,futurebass
0.494,0.713,-5.023,0.0345,2.82e-05,0.124,0.242,149.976,futurebass
0.37,0.746,-5.199,0.0347,3.29e-05,0.12,0.199,150.082,futurebass
0.52,0.839,-4.94,0.384,8.8e-06,0.0861,0.365,130.009,futurebass
0.553,0.853,-4.542,0.0656,0.0,0.0796,0.332,127.978,futurebass
0.847,0.771,-4.705,0.0345,0.618,0.131,0.426,129.001,futurebass
0.38,0.799,-2.473,0.0604,1.05e-05,0.101,0.181,151.176,futurebass
0.301,0.787,-6.031,0.102,0.00993,0.134,0.437,134.793,futurebass
0.508,0.726,-7.764,0.0509,0.148,0.121,0.203,139.952,futurebass
0.487,0.693,-4.05,0.0395,1.02e-05,0.105,0.29,145.937,futurebass
0.547,0.579,-5.835,0.0306,0.0,0.118,0.125,125.055,futurebass
0.618,0.754,-3.739,0.0882,0.0,0.213,0.485,148.013,futurebass
0.458,0.802,-3.914,0.0416,0.0,0.0706,0.51,145.135,futurebass
0.282,0.813,-3.402,0.076,0.0,0.101,0.375,143.937,futurebass
0.487,0.621,-4.676,0.0333,0.0,0.132,0.178,140.04,futurebass
0.553,0.841,-2.814,0.0382,0.0127,0.37,0.262,150.034,futurebass
0.662,0.61,-6.175,0.11,0.0,0.11,0.578,154.101,futurebass
0.536,0.494,-7.711,0.0937,2.42e-05,0.209,0.303,137.062,futurebass
0.561,0.666,-5.268,0.0471,0.0,0.11,0.258,155.0,futurebass
0.592,0.732,-4.683,0.0422,0.0,0.112,0.502,135.152,futurebass
0.461,0.674,-9.146,0.0716,0.000117,0.0574,0.116,139.954,futurebass
0.662,0.833,-5.034,0.0397,0.614,0.115,0.2,132.024,futurebass
0.405,0.705,-4.611,0.0375,5.06e-06,0.157,0.136,149.342,futurebass
0.541,0.808,-4.653,0.0557,0.000841,0.316,0.165,145.044,futurebass
0.609,0.639,-6.239,0.0297,6.29e-06,0.0623,0.435,129.976,futurebass
0.471,0.591,-11.088,0.0412,0.000339,0.148,0.169,142.094,futurebass
0.548,0.54,-6.34,0.0324,0.0,0.089,0.438,128.04,futurebass
0.331,0.816,-1.628,0.0603,0.0,0.11,0.0949,149.952,futurebass
0.525,0.904,-3.408,0.0548,0.00221,0.118,0.226,150.031,futurebass
0.532,0.571,-6.291,0.041,0.0,0.109,0.475,144.912,futurebass
0.324,0.637,-7.562,0.0314,0.000102,0.264,0.123,149.928,futurebass
0.627,0.603,-7.983,0.11,0.0,0.144,0.498,139.869,futurebass
0.628,0.762,-6.044,0.039,2.3e-05,0.0985,0.289,131.935,futurebass
0.366,0.679,-6.888,0.0372,3.06e-06,0.0867,0.181,148.013,futurebass
0.455,0.731,-4.054,0.0527,5.88e-05,0.133,0.248,152.088,futurebass
0.505,0.848,-2.174,0.0823,0.000121,0.116,0.281,150.04,futurebass
0.559,0.556,-5.546,0.0282,0.456,0.113,0.0844,150.008,futurebass
0.344,0.663,-4.448,0.0595,0.0,0.0957,0.233,140.129,futurebass
0.447,0.656,-7.266,0.0398,0.00185,0.115,0.14,135.072,futurebass
0.459,0.823,-4.661,0.105,3.22e-05,0.385,0.161,151.163,futurebass
0.441,0.753,-4.074,0.044,0.0,0.027,0.254,135.015,futurebass
0.484,0.609,-5.652,0.0303,0.0,0.339,0.293,131.056,futurebass
0.546,0.764,-4.641,0.053,8.84e-06,0.0971,0.355,152.994,futurebass
0.455,0.863,-6.239,0.0916,0.0,0.107,0.503,154.831,futurebass
0.544,0.854,-2.929,0.0733,0.0,0.189,0.206,139.559,futurebass
0.617,0.719,-5.57,0.0376,6.67e-05,0.0867,0.397,134.97,futurebass
0.685,0.553,-6.965,0.0667,0.0,0.654,0.695,130.022,futurebass
0.493,0.589,-6.015,0.0334,0.0,0.196,0.136,132.075,futurebass
0.411,0.496,-9.406,0.167,5.47e-06,0.32,0.377,148.362,futurebass
0.598,0.745,-6.651,0.122,0.0175,0.351,0.378,149.981,futurebass
0.497,0.801,-2.341,0.0417,1.84e-06,0.0949,0.235,150.053,futurebass
0.389,0.766,-4.197,0.0416,0.878,0.0777,0.0366,140.116,futurebass
0.555,0.697,-4.53,0.0444,0.0,0.0743,0.0707,128.054,futurebass
0.486,0.674,-5.252,0.0375,0.0,0.0835,0.197,140.977,futurebass
0.609,0.639,-6.239,0.0297,6.29e-06,0.0623,0.435,129.976,futurebass
0.556,0.435,-7.996,0.0454,0.0,0.0716,0.0613,125.831,futurebass
0.38,0.78,-6.747,0.0585,0.000655,0.946,0.0975,144.816,futurebass
0.531,0.64,-8.005,0.0893,1.81e-06,0.0803,0.174,149.88,futurebass
0.586,0.57,-7.598,0.0373,0.0,0.117,0.416,136.119,futurebass
0.306,0.414,-8.105,0.0434,0.00707,0.0684,0.0383,140.105,futurebass
0.265,0.665,-4.714,0.041,2.41e-06,0.108,0.0802,150.075,futurebass
0.503,0.875,-4.391,0.0684,7.4e-06,0.101,0.18,147.987,futurebass
0.277,0.709,-3.794,0.055,0.0132,0.674,0.19,149.687,futurebass
0.667,0.86,-3.74,0.0531,0.0,0.135,0.463,150.111,futurebass
0.478,0.765,-4.826,0.0651,0.0035,0.188,0.22,142.032,futurebass
0.38,0.603,-9.06,0.0377,0.000957,0.0816,0.147,139.971,futurebass
0.566,0.654,-5.577,0.0645,0.0158,0.0775,0.243,125.016,futurebass
0.608,0.783,-5.924,0.133,0.000846,0.354,0.41,139.994,futurebass
0.223,0.9,-3.44,0.0539,0.00109,0.127,0.0663,149.957,futurebass
0.6,0.782,-3.033,0.187,0.0,0.0443,0.494,149.877,futurebass
0.5,0.74,-8.301,0.0392,3.67e-05,0.0849,0.328,150.02,futurebass
0.355,0.852,-3.966,0.0632,1.98e-05,0.0774,0.173,143.925,futurebass
0.299,0.792,-4.931,0.0565,0.0,0.159,0.306,149.834,futurebass
0.524,0.729,-5.996,0.0524,5.06e-05,0.182,0.286,145.066,futurebass
0.525,0.904,-3.408,0.0548,0.00221,0.118,0.226,150.031,futurebass
0.528,0.761,-3.487,0.0504,6.94e-05,0.22,0.345,144.982,futurebass
0.444,0.875,-2.878,0.159,5.81e-05,0.0929,0.383,149.894,futurebass
0.522,0.819,-4.685,0.179,0.0,0.085,0.124,145.716,futurebass
0.649,0.885,-2.012,0.106,8.03e-05,0.101,0.719,134.932,futurebass
0.487,0.694,-4.049,0.0397,1.46e-05,0.106,0.287,145.919,futurebass
0.248,0.746,-3.786,0.0385,0.0,0.148,0.224,144.523,futurebass
0.219,0.555,-3.84,0.0366,0.000116,0.375,0.177,149.886,futurebass
0.548,0.877,-2.927,0.051,0.000116,0.101,0.365,150.081,futurebass
0.632,0.747,-6.149,0.215,0.0,0.28,0.532,129.061,futurebass
0.459,0.834,-2.376,0.038,0.0,0.114,0.194,140.081,futurebass
0.594,0.806,-8.878,0.276,0.000909,0.115,0.259,144.891,futurebass
0.563,0.782,-6.239,0.0321,0.0,0.0823,0.643,134.959,futurebass
0.473,0.862,-4.156,0.0803,3.87e-06,0.111,0.233,150.031,futurebass
0.326,0.759,-5.019,0.0599,0.000878,0.0804,0.0797,154.555,futurebass
0.607,0.839,-4.272,0.0338,0.0624,0.104,0.204,141.938,futurebass
0.412,0.717,-4.293,0.0363,0.000403,0.089,0.336,140.103,futurebass
0.541,0.547,-7.784,0.0338,0.159,0.135,0.242,150.015,futurebass
0.545,0.65,-5.853,0.0315,7.98e-06,0.122,0.121,143.937,futurebass
0.501,0.505,-6.428,0.0284,0.0,0.112,0.227,149.916,futurebass
0.685,0.364,-13.038,0.053,0.164,0.19,0.349,129.908,futurebass
0.671,0.616,-5.906,0.0483,0.00639,0.0966,0.327,135.054,futurebass
0.615,0.885,-3.281,0.0397,0.00422,0.101,0.112,127.939,futurebass
0.461,0.921,-3.823,0.0712,9.81e-06,0.108,0.302,149.934,futurebass
0.465,0.86,-4.191,0.0465,8.08e-06,0.0528,0.223,149.996,futurebass
0.468,0.649,-2.753,0.0393,0.0,0.105,0.272,140.111,futurebass
0.42,0.625,-5.272,0.0361,1.86e-05,0.095,0.204,149.96,futurebass
0.242,0.746,-4.496,0.0361,0.00397,0.107,0.128,127.997,futurebass
0.506,0.473,-8.753,0.042,0.00225,0.0892,0.148,139.9,futurebass
0.474,0.714,-3.516,0.0343,0.0,0.147,0.225,139.984,futurebass
0.533,0.752,-4.708,0.0395,0.00265,0.733,0.371,150.06,futurebass
0.503,0.666,-8.038,0.076,3.7e-06,0.432,0.726,149.932,futurebass
0.455,0.666,-7.491,0.0535,0.0,0.101,0.14,140.117,futurebass
0.447,0.878,-5.705,0.0724,2.52e-06,0.114,0.334,149.898,futurebass
0.415,0.92,-1.403,0.0802,1.21e-06,0.13,0.153,145.177,futurebass
0.603,0.7,-6.379,0.0414,0.00092,0.0989,0.0853,140.041,futurebass
0.488,0.644,-5.194,0.0361,9.45e-05,0.107,0.165,137.916,futurebass
0.493,0.723,-2.537,0.0916,0.0,0.0843,0.596,128.516,futurebass
0.573,0.82,-4.677,0.0475,0.0,0.124,0.395,147.976,futurebass
0.474,0.792,-3.302,0.051,1.09e-06,0.277,0.31,141.926,futurebass
0.501,0.683,-4.261,0.0651,2.7e-06,0.385,0.319,154.901,futurebass
0.494,0.651,-4.127,0.0384,0.0,0.104,0.162,149.979,futurebass
0.3,0.823,-4.195,0.0569,0.000162,0.0747,0.174,152.138,futurebass
0.457,0.662,-5.834,0.0382,0.0,0.398,0.104,145.046,futurebass
0.632,0.819,-3.34,0.033,0.0,0.116,0.444,144.995,futurebass
0.6,0.828,-5.478,0.0362,0.00087,0.105,0.205,130.014,futurebass
0.565,0.845,-6.397,0.0751,2.14e-05,0.188,0.394,150.042,futurebass
0.528,0.853,-5.154,0.0877,0.0237,0.107,0.319,148.099,futurebass
0.59,0.615,-6.068,0.0357,0.0,0.0874,0.189,143.965,futurebass
0.493,0.744,-4.021,0.0342,0.384,0.322,0.151,140.041,futurebass
0.299,0.792,-4.931,0.0565,0.0,0.159,0.306,149.834,futurebass
0.523,0.867,-2.441,0.043,4.16e-06,0.37,0.136,142.917,futurebass
0.36,0.679,-7.178,0.0488,0.000296,0.0717,0.138,154.152,futurebass
0.56,0.716,-5.376,0.0781,1.74e-05,0.172,0.449,146.987,futurebass
0.478,0.795,-6.684,0.13,3.88e-05,0.291,0.276,149.999,futurebass
0.548,0.511,-9.043,0.077,0.0,0.213,0.193,140.973,futurebass
0.584,0.58,-5.724,0.0455,0.0,0.106,0.138,130.029,futurebass
0.454,0.688,-5.819,0.0414,0.0,0.128,0.262,127.96,futurebass
0.326,0.735,-2.894,0.0333,0.0,0.218,0.255,139.721,futurebass
0.548,0.719,-6.179,0.0922,4.33e-06,0.146,0.549,135.125,futurebass
0.606,0.684,-3.924,0.0444,0.0,0.0972,0.471,147.996,futurebass
0.342,0.798,-4.224,0.054,0.0,0.358,0.253,134.713,futurebass
0.426,0.444,-7.893,0.0301,0.0,0.382,0.145,149.98,futurebass
0.641,0.915,-3.543,0.0328,0.0,0.219,0.898,144.953,futurebass
0.573,0.577,-5.86,0.0451,0.0,0.0936,0.283,145.14,futurebass
0.45,0.679,-3.391,0.0561,2.65e-05,0.118,0.218,145.926,futurebass
0.5,0.82,-4.024,0.0644,0.000372,0.598,0.294,147.946,futurebass
0.337,0.716,-7.895,0.0503,0.0177,0.123,0.154,145.029,futurebass
0.548,0.895,-1.988,0.102,0.0,0.0816,0.682,150.122,futurebass
0.358,0.713,-7.431,0.0863,0.0851,0.295,0.039,128.047,futurebass
0.558,0.608,-5.772,0.049,0.0,0.0853,0.371,130.941,futurebass
0.343,0.42,-10.635,0.0434,0.00075,0.253,0.0557,147.389,futurebass
0.855,0.804,-4.186,0.0769,0.000436,0.535,0.86,134.974,futurebass
0.413,0.734,-5.528,0.0346,0.0,0.133,0.345,145.064,futurebass
0.529,0.743,-4.153,0.0361,1.08e-05,0.115,0.17,136.959,futurebass
0.614,0.807,-5.157,0.0339,0.00097,0.647,0.497,139.98,futurebass
0.584,0.54,-7.786,0.0576,0.0,0.261,0.195,137.972,futurebass
0.484,0.705,-4.322,0.0439,6.96e-06,0.11,0.191,145.023,futurebass
0.332,0.727,-4.955,0.0592,0.000238,0.16,0.155,145.112,futurebass
0.504,0.446,-9.127,0.229,1.07e-06,0.346,0.281,129.126,futurebass
0.405,0.58,-6.166,0.0334,8.07e-06,0.083,0.174,149.847,futurebass
0.739,0.583,-6.434,0.173,0.00137,0.122,0.497,140.941,futurebass
0.599,0.565,-6.304,0.0265,4.32e-05,0.0984,0.142,134.125,futurebass
0.557,0.695,-4.925,0.0373,1.13e-06,0.0838,0.201,127.933,futurebass
0.431,0.749,-4.696,0.0549,0.00988,0.114,0.389,150.095,futurebass
0.383,0.843,-6.438,0.0656,0.0,0.176,0.314,149.978,futurebass
0.578,0.678,-8.206,0.0666,1.3e-06,0.143,0.237,145.021,futurebass
0.587,0.814,-7.853,0.0993,7.73e-06,0.158,0.295,130.014,futurebass
0.553,0.58,-5.426,0.0324,2.73e-06,0.116,0.208,130.996,futurebass
0.567,0.729,-5.723,0.031,0.0646,0.0942,0.209,149.975,futurebass
0.467,0.639,-6.384,0.124,2.24e-06,0.102,0.155,127.758,futurebass
0.555,0.783,-1.888,0.112,0.0,0.0838,0.329,149.785,futurebass
0.343,0.608,-8.372,0.0512,2.32e-05,0.235,0.133,140.057,futurebass
0.313,0.916,-4.218,0.0571,1.39e-05,0.14,0.117,150.81,futurebass
0.335,0.865,-4.672,0.0944,0.276,0.107,0.411,149.85,futurebass
0.64,0.526,-6.374,0.0987,1.45e-06,0.0825,0.492,147.951,futurebass
0.52,0.746,-5.01,0.0388,0.000727,0.118,0.17,140.086,futurebass
0.63,0.709,-4.762,0.0271,0.0,0.0841,0.355,128.001,futurebass
0.624,0.806,-5.957,0.0437,0.0,0.0872,0.528,149.999,futurebass
0.543,0.799,-4.865,0.0369,3.95e-05,0.113,0.299,129.947,futurebass
0.395,0.849,-4.898,0.147,0.00142,0.149,0.369,153.685,futurebass
0.577,0.873,-5.094,0.119,7.2e-05,0.332,0.309,140.043,futurebass
0.536,0.776,-6.343,0.0485,1.83e-05,0.269,0.414,144.037,futurebass
0.443,0.727,-5.171,0.0984,9.35e-06,0.118,0.424,149.654,futurebass
0.536,0.879,-3.019,0.0621,0.0,0.0847,0.334,140.137,futurebass
0.52,0.441,-5.975,0.032,0.0,0.312,0.0802,140.034,futurebass
0.353,0.875,-5.465,0.0469,0.0859,0.337,0.271,149.973,futurebass
0.448,0.642,-5.118,0.0437,2.78e-06,0.106,0.18,149.771,futurebass
0.287,0.707,-6.139,0.0323,0.000664,0.094,0.166,129.95,futurebass
0.477,0.592,-6.388,0.0387,0.531,0.116,0.115,139.957,futurebass
0.509,0.919,-3.587,0.0792,0.0,0.54,0.311,130.072,futurebass
0.404,0.806,-4.75,0.0496,0.0,0.114,0.112,148.036,futurebass
0.481,0.789,-3.134,0.0488,0.0,0.0655,0.27,154.999,futurebass
0.589,0.768,-4.08,0.0412,1.35e-06,0.0991,0.642,142.111,futurebass
0.345,0.858,-5.859,0.058,0.0246,0.131,0.379,149.441,futurebass
0.479,0.683,-7.307,0.036,0.0,0.153,0.216,150.112,futurebass
0.407,0.885,-4.15,0.168,2.84e-06,0.346,0.463,151.99,futurebass
0.469,0.743,-4.284,0.0628,0.000378,0.245,0.187,143.044,futurebass
0.46,0.785,-6.361,0.0596,0.000313,0.612,0.152,140.087,futurebass
0.419,0.441,-7.787,0.0321,0.0,0.0739,0.237,149.856,futurebass
0.546,0.72,-7.237,0.0409,3.27e-06,0.0993,0.287,139.861,futurebass
0.395,0.871,-6.056,0.21,2.02e-06,0.261,0.419,149.952,futurebass
0.483,0.452,-7.469,0.0294,0.00331,0.118,0.101,132.095,futurebass
0.376,0.784,-3.856,0.0406,0.0,0.198,0.413,144.933,futurebass
0.663,0.829,-4.769,0.332,0.0254,0.414,0.502,150.097,futurebass
0.486,0.734,-3.956,0.0517,2.46e-06,0.131,0.161,146.458,futurebass
0.479,0.739,-6.85,0.0414,4.43e-05,0.253,0.272,134.008,futurebass
0.613,0.828,-5.735,0.0772,3.58e-05,0.117,0.294,150.03,futurebass
0.451,0.822,-3.665,0.118,0.00575,0.169,0.688,154.931,futurebass
0.516,0.858,-3.806,0.0506,0.0,0.202,0.319,154.966,futurebass
0.492,0.56,-7.575,0.042,2.01e-06,0.129,0.125,126.994,futurebass
0.364,0.732,-5.091,0.0453,0.000144,0.246,0.158,149.796,futurebass
0.351,0.682,-5.319,0.0477,6.82e-06,0.0802,0.114,135.687,futurebass
0.405,0.878,-2.352,0.107,0.0,0.298,0.365,149.921,futurebass
0.506,0.744,-3.605,0.042,6.62e-06,0.52,0.396,152.112,futurebass
0.267,0.824,-5.236,0.0447,0.123,0.0724,0.144,149.919,futurebass
0.498,0.756,-4.921,0.0299,0.00313,0.195,0.138,139.93,futurebass
0.51,0.881,-5.342,0.0374,0.00266,0.115,0.253,150.118,futurebass
0.438,0.716,-5.241,0.034,0.0,0.255,0.227,149.965,futurebass
0.374,0.886,-4.004,0.0613,0.000985,0.0919,0.113,150.082,futurebass
0.302,0.64,-3.452,0.0379,1.66e-05,0.951,0.184,139.793,futurebass
0.461,0.506,-6.058,0.036,0.0,0.111,0.227,153.48,futurebass
0.576,0.733,-5.278,0.0288,0.000215,0.107,0.551,150.12,futurebass
0.504,0.64,-3.977,0.0402,0.0,0.176,0.436,129.924,futurebass
0.643,0.416,-10.948,0.036,0.953,0.0822,0.0892,135.016,futurebass
0.536,0.784,-4.139,0.0485,3.89e-05,0.0691,0.41,154.924,futurebass
0.49,0.702,-4.564,0.026,5.36e-05,0.104,0.259,149.974,futurebass
0.324,0.632,-4.858,0.039,0.0,0.0624,0.412,146.082,futurebass
0.423,0.753,-5.958,0.0515,0.000143,0.394,0.164,144.851,futurebass
0.568,0.728,-6.391,0.0436,0.0,0.951,0.165,127.918,futurebass
0.579,0.697,-7.429,0.0394,1.6e-06,0.157,0.49,129.967,futurebass
0.731,0.749,-3.455,0.0852,0.763,0.0751,0.768,140.002,futurebass
0.395,0.871,-6.056,0.21,2.02e-06,0.261,0.419,149.952,futurebass
0.497,0.925,-4.489,0.0745,0.781,0.222,0.262,139.961,futurebass
0.274,0.683,-5.993,0.043,1.27e-06,0.0927,0.124,140.062,futurebass
0.527,0.808,-5.958,0.0463,0.021,0.276,0.164,144.942,futurebass
0.577,0.873,-5.094,0.119,7.2e-05,0.332,0.309,140.043,futurebass
0.57,0.853,-4.255,0.0313,0.0,0.373,0.352,140.07,futurebass
0.514,0.889,-2.879,0.0657,0.0,0.275,0.287,149.927,futurebass
0.473,0.777,-7.155,0.0633,0.00308,0.138,0.191,140.056,futurebass
0.443,0.725,-2.8,0.0408,0.000157,0.186,0.309,144.999,futurebass
0.592,0.768,-2.72,0.0764,0.0,0.197,0.335,149.96,futurebass
0.504,0.889,-3.44,0.102,2.39e-05,0.202,0.455,138.044,futurebass
0.545,0.668,-3.962,0.0906,0.0,0.372,0.249,149.988,futurebass
0.623,0.818,-3.301,0.0666,8.16e-06,0.621,0.172,128.043,futurebass
0.609,0.681,-4.084,0.0516,0.0,0.0845,0.386,140.038,futurebass
0.42,0.847,-2.756,0.0405,5.19e-05,0.147,0.163,130.144,futurebass
0.32,0.624,-5.115,0.0321,0.17,0.0851,0.0392,140.007,futurebass
0.554,0.872,-4.228,0.0588,0.00135,0.117,0.164,149.935,futurebass
0.554,0.72,-8.252,0.0611,0.0625,0.119,0.178,139.945,futurebass
0.44,0.885,-3.562,0.0765,0.00325,0.143,0.201,149.989,futurebass
0.37,0.748,-5.934,0.0723,0.027,0.35,0.224,150.044,futurebass
0.547,0.789,-5.619,0.042,0.0,0.1,0.345,129.916,futurebass
0.437,0.753,-4.738,0.0567,0.000494,0.367,0.129,149.943,futurebass
0.377,0.799,-1.211,0.111,3.63e-05,0.108,0.226,149.785,futurebass
0.666,0.864,-3.12,0.0447,0.0191,0.0923,0.281,149.922,futurebass
0.486,0.755,-4.858,0.0418,6.6e-06,0.172,0.176,140.109,futurebass
0.404,0.742,-5.005,0.0586,4.12e-05,0.147,0.141,135.978,futurebass
0.552,0.762,-4.82,0.0607,1.67e-06,0.1,0.397,137.988,futurebass
0.467,0.625,-5.932,0.0417,3.99e-05,0.121,0.118,145.014,futurebass
0.586,0.802,-6.14,0.0377,0.00148,0.0955,0.158,138.005,futurebass
0.294,0.84,-2.367,0.0411,0.00908,0.105,0.0628,140.16,futurebass
0.484,0.862,-6.846,0.0516,0.00145,0.21,0.461,144.929,futurebass
0.33,0.808,-3.405,0.0648,0.0,0.12,0.217,144.77,futurebass
0.539,0.778,-6.32,0.0612,6.68e-06,0.276,0.42,143.988,futurebass
0.255,0.831,-3.155,0.0705,0.0,0.0694,0.149,149.629,futurebass
0.519,0.935,-2.284,0.21,5.08e-05,0.0883,0.487,147.0,futurebass
0.562,0.816,-7.485,0.101,6.75e-05,0.0993,0.354,139.977,futurebass
0.564,0.72,-4.194,0.0384,0.0,0.213,0.263,145.085,futurebass
0.51,0.89,-4.18,0.0334,0.0442,0.105,0.119,150.011,futurebass
0.416,0.771,-3.183,0.054,1.57e-06,0.501,0.493,144.873,futurebass
0.319,0.902,-2.703,0.065,0.0,0.307,0.225,152.019,futurebass
0.509,0.831,-2.88,0.0379,0.00277,0.092,0.083,140.019,futurebass
0.392,0.737,-3.882,0.0857,0.000141,0.244,0.402,139.956,futurebass
0.617,0.524,-8.885,0.103,0.00438,0.362,0.24,142.046,futurebass
0.654,0.556,-5.653,0.0435,0.0524,0.118,0.182,139.942,futurebass
0.578,0.575,-7.938,0.0408,0.00107,0.211,0.258,144.991,futurebass
0.495,0.714,-5.058,0.0369,0.0,0.105,0.242,144.882,futurebass
0.468,0.611,-6.015,0.0327,8.24e-06,0.148,0.246,154.099,futurebass
0.415,0.723,-8.013,0.043,0.000155,0.121,0.209,139.935,futurebass
0.327,0.945,-2.698,0.202,0.115,0.43,0.14,154.773,futurebass
0.544,0.854,-2.929,0.0733,0.0,0.189,0.206,139.559,futurebass
0.225,0.834,-5.142,0.156,0.000355,0.108,0.324,144.804,futurebass
0.419,0.668,-4.963,0.0397,0.000242,0.13,0.331,149.986,futurebass
0.229,0.353,-9.308,0.0362,0.295,0.104,0.0776,134.058,futurebass
0.287,0.804,-4.543,0.0484,0.000359,0.16,0.127,125.14,futurebass
0.417,0.843,-4.474,0.0461,0.0,0.243,0.257,145.02,futurebass
0.564,0.722,-5.453,0.0444,1.26e-06,0.323,0.244,150.04,futurebass
0.496,0.487,-7.003,0.0301,1.85e-05,0.638,0.321,138.187,futurebass
0.467,0.639,-6.384,0.124,2.24e-06,0.102,0.155,127.758,futurebass
0.537,0.856,-4.35,0.0685,0.000813,0.335,0.401,129.836,futurebass
0.393,0.695,-6.887,0.0444,0.00219,0.0986,0.061,143.913,futurebass
0.639,0.826,-4.152,0.0345,0.00342,0.166,0.425,125.068,futurebass
0.515,0.789,-3.385,0.0378,4.85e-05,0.128,0.199,142.073,futurebass
0.374,0.856,-4.184,0.253,0.000238,0.581,0.329,147.689,futurebass
0.537,0.697,-4.58,0.0385,0.0,0.104,0.228,144.009,futurebass
0.374,0.882,-3.288,0.0783,0.571,0.408,0.0964,150.012,futurebass
0.568,0.767,-3.634,0.0461,0.0,0.3,0.275,129.931,futurebass
0.463,0.808,-3.397,0.0434,0.0587,0.199,0.144,149.991,futurebass
0.477,0.835,-3.95,0.0295,0.21,0.121,0.518,149.98,futurebass
0.458,0.924,-2.737,0.054,5.9e-06,0.0926,0.279,149.818,futurebass
0.45,0.924,-2.526,0.189,0.0,0.21,0.342,152.243,futurebass
0.462,0.782,-4.613,0.0352,5.79e-06,0.0972,0.213,149.974,futurebass
0.519,0.874,-4.219,0.0389,0.0016,0.0548,0.166,145.944,futurebass
0.516,0.806,-6.047,0.0767,1.7e-06,0.38,0.4,152.934,futurebass
0.442,0.748,-5.632,0.0538,0.0,0.0917,0.191,134.176,futurebass
0.517,0.76,-5.33,0.0613,0.0,0.237,0.304,128.03,futurebass
0.53,0.777,-6.343,0.0515,1.69e-05,0.27,0.413,144.016,futurebass
0.528,0.61,-6.564,0.0287,7.32e-05,0.211,0.304,130.108,futurebass
0.507,0.833,-4.786,0.0607,0.000144,0.143,0.3,150.141,futurebass
0.48,0.696,-4.407,0.0441,3.27e-05,0.148,0.207,140.089,futurebass
0.407,0.925,-4.155,0.0747,0.0025,0.192,0.119,151.993,futurebass
0.308,0.842,-2.815,0.0472,1.82e-05,0.101,0.15,151.488,futurebass
0.48,0.792,-3.758,0.0434,0.000219,0.0897,0.215,145.195,futurebass
0.494,0.495,-4.544,0.0361,0.000493,0.114,0.178,140.13,futurebass
0.549,0.725,-5.664,0.0686,4.66e-05,0.148,0.162,129.91,futurebass
0.474,0.731,-5.582,0.0406,0.00536,0.223,0.0876,135.056,futurebass
0.541,0.439,-9.987,0.0356,0.0541,0.183,0.215,140.046,futurebass
0.498,0.857,-5.127,0.275,0.0,0.302,0.594,127.395,futurebass
0.613,0.825,-2.717,0.187,0.0,0.245,0.402,150.072,futurebass
0.48,0.696,-4.407,0.0441,3.27e-05,0.148,0.207,140.089,futurebass
0.434,0.788,-5.682,0.0696,0.0,0.561,0.306,139.89,futurebass
0.443,0.702,-3.849,0.0334,1.36e-06,0.533,0.242,145.038,futurebass
0.597,0.824,-4.846,0.0946,1.94e-05,0.114,0.297,152.011,futurebass
0.569,0.727,-6.415,0.0437,0.0,0.949,0.16,127.908,futurebass
0.531,0.769,-2.881,0.063,0.0,0.305,0.479,154.702,futurebass
0.452,0.465,-10.006,0.0344,0.000524,0.095,0.0832,149.586,futurebass
0.593,0.392,-6.872,0.0257,0.000114,0.131,0.25,150.13,futurebass
0.598,0.656,-4.392,0.0386,1.23e-06,0.097,0.275,150.012,futurebass
0.566,0.903,-0.484,0.0385,8.31e-05,0.0996,0.0406,150.074,futurebass
0.53,0.729,-6.019,0.0376,0.0,0.103,0.219,139.929,futurebass
0.593,0.569,-7.071,0.164,0.00442,0.221,0.3,149.908,futurebass
0.345,0.62,-5.348,0.032,4.33e-05,0.122,0.147,144.884,futurebass
0.394,0.816,-4.019,0.044,8.05e-05,0.0982,0.138,145.01,futurebass
0.515,0.686,-6.258,0.0929,0.505,0.0647,0.148,140.013,futurebass
0.388,0.567,-4.652,0.0323,0.0,0.118,0.113,150.144,futurebass
0.593,0.592,-5.798,0.078,0.000319,0.108,0.325,150.097,futurebass
0.648,0.611,-8.636,0.0569,2.67e-06,0.0969,0.539,154.982,futurebass
0.493,0.806,-6.937,0.076,0.101,0.261,0.355,142.972,futurebass
0.519,0.787,-2.388,0.0471,0.00431,0.105,0.0867,148.291,futurebass
0.48,0.889,-2.413,0.0454,2.93e-06,0.0859,0.297,129.985,futurebass
0.408,0.725,-5.342,0.0682,0.000142,0.0961,0.139,140.0,futurebass
0.427,0.836,-3.323,0.0466,0.00238,0.369,0.248,150.128,futurebass
0.383,0.566,-6.179,0.0435,0.0,0.135,0.234,154.0,futurebass
0.398,0.796,-6.115,0.0655,4.98e-05,0.119,0.137,133.819,futurebass
