,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre,title
6578,0.594,0.962,7,-3.232,0,0.0597,0.00148,0.00124,0.0807,0.347,150.024,audio_features,1UMIGVqIyG48hy6IkJ1g3I,spotify:track:1UMIGVqIyG48hy6IkJ1g3I,https://api.spotify.com/v1/tracks/1UMIGVqIyG48hy6IkJ1g3I,https://api.spotify.com/v1/audio-analysis/1UMIGVqIyG48hy6IkJ1g3I,222590,4,bigroom,We Made It (feat. Lil Eddie)
6579,0.789,0.83,5,-4.183,0,0.0751,0.00882,0.00248,0.173,0.443,100.039,audio_features,5p20q8QFibgH2sdLpnURKp,spotify:track:5p20q8QFibgH2sdLpnURKp,https://api.spotify.com/v1/tracks/5p20q8QFibgH2sdLpnURKp,https://api.spotify.com/v1/audio-analysis/5p20q8QFibgH2sdLpnURKp,206400,4,bigroom,Arena
6580,0.675,0.994,8,-2.587,1,0.368,0.000586,0.000774,0.0919,0.279,127.986,audio_features,1zzPE2uKNq8jEXvY7xxGM1,spotify:track:1zzPE2uKNq8jEXvY7xxGM1,https://api.spotify.com/v1/tracks/1zzPE2uKNq8jEXvY7xxGM1,https://api.spotify.com/v1/audio-analysis/1zzPE2uKNq8jEXvY7xxGM1,187500,4,bigroom,Savage
6581,0.617,0.856,4,-5.222,0,0.0353,0.00101,0.00645,0.0893,0.103,146.021,audio_features,4ZgGzEmSTRjJ2dqxHhibP0,spotify:track:4ZgGzEmSTRjJ2dqxHhibP0,https://api.spotify.com/v1/tracks/4ZgGzEmSTRjJ2dqxHhibP0,https://api.spotify.com/v1/audio-analysis/4ZgGzEmSTRjJ2dqxHhibP0,210627,4,bigroom,Save Yourself
6582,0.512,0.943,8,-3.472,1,0.0673,0.0166,0.613,0.219,0.54,149.951,audio_features,0b7YGmaUoQELRZrysBnB6p,spotify:track:0b7YGmaUoQELRZrysBnB6p,https://api.spotify.com/v1/tracks/0b7YGmaUoQELRZrysBnB6p,https://api.spotify.com/v1/audio-analysis/0b7YGmaUoQELRZrysBnB6p,176012,4,bigroom,Born Again - Kandy Remix
6583,0.434,0.755,2,-5.735,1,0.659,0.0415,2.57e-05,0.106,0.217,87.383,audio_features,66WcaWVGRFmpx0euxmw9yM,spotify:track:66WcaWVGRFmpx0euxmw9yM,https://api.spotify.com/v1/tracks/66WcaWVGRFmpx0euxmw9yM,https://api.spotify.com/v1/audio-analysis/66WcaWVGRFmpx0euxmw9yM,219429,4,bigroom,Flight
6584,0.468,0.936,1,-4.406,0,0.18,0.00957,0.356,0.153,0.367,127.865,audio_features,0aduPpf6G4tyRa3R8DtssX,spotify:track:0aduPpf6G4tyRa3R8DtssX,https://api.spotify.com/v1/tracks/0aduPpf6G4tyRa3R8DtssX,https://api.spotify.com/v1/audio-analysis/0aduPpf6G4tyRa3R8DtssX,189896,4,bigroom,The Spook Returns
6585,0.65,0.88,10,-2.864,1,0.0555,0.000726,0.415,0.324,0.457,128.023,audio_features,076jREnPu9sinABTfdw9Xi,spotify:track:076jREnPu9sinABTfdw9Xi,https://api.spotify.com/v1/tracks/076jREnPu9sinABTfdw9Xi,https://api.spotify.com/v1/audio-analysis/076jREnPu9sinABTfdw9Xi,221250,4,bigroom,Calabria - Firebeatz Remix
6586,0.649,0.973,6,-4.391,1,0.0882,0.000639,0.662,0.133,0.221,127.951,audio_features,4nrK0G6pOEuhMxn3hAaava,spotify:track:4nrK0G6pOEuhMxn3hAaava,https://api.spotify.com/v1/tracks/4nrK0G6pOEuhMxn3hAaava,https://api.spotify.com/v1/audio-analysis/4nrK0G6pOEuhMxn3hAaava,279375,4,bigroom,Derp - Original Mix
6587,0.367,0.988,7,-3.405,0,0.142,0.000128,0.171,0.112,0.0875,128.049,audio_features,6e19Uxcna7oPqqo0FYYxHY,spotify:track:6e19Uxcna7oPqqo0FYYxHY,https://api.spotify.com/v1/tracks/6e19Uxcna7oPqqo0FYYxHY,https://api.spotify.com/v1/audio-analysis/6e19Uxcna7oPqqo0FYYxHY,315000,4,bigroom,Space Jungle - Showtek Edit
6588,0.749,0.99,5,-1.824,1,0.174,0.00137,9.83e-05,0.139,0.0775,128.024,audio_features,34MwNe3VRFUVobPYJdHbtb,spotify:track:34MwNe3VRFUVobPYJdHbtb,https://api.spotify.com/v1/tracks/34MwNe3VRFUVobPYJdHbtb,https://api.spotify.com/v1/audio-analysis/34MwNe3VRFUVobPYJdHbtb,206250,4,bigroom,The Wave (feat. Harrison)
6589,0.613,0.893,5,-3.481,0,0.0478,0.000355,0.414,0.747,0.296,127.948,audio_features,7mANylBgCNsVgwxTJmhfOQ,spotify:track:7mANylBgCNsVgwxTJmhfOQ,https://api.spotify.com/v1/tracks/7mANylBgCNsVgwxTJmhfOQ,https://api.spotify.com/v1/audio-analysis/7mANylBgCNsVgwxTJmhfOQ,201094,4,bigroom,Devotion - Radio Edit
6590,0.785,0.892,0,-5.081,1,0.0849,0.00165,0.000349,0.0621,0.47,128.015,audio_features,76edI68VCfgBMN3nJ2Bxrk,spotify:track:76edI68VCfgBMN3nJ2Bxrk,https://api.spotify.com/v1/tracks/76edI68VCfgBMN3nJ2Bxrk,https://api.spotify.com/v1/audio-analysis/76edI68VCfgBMN3nJ2Bxrk,204434,4,bigroom,King
6591,0.642,0.726,1,-5.253,0,0.307,0.00326,0.128,0.0463,0.455,128.027,audio_features,0JJwAzSKajjQYRlqug5m2t,spotify:track:0JJwAzSKajjQYRlqug5m2t,https://api.spotify.com/v1/tracks/0JJwAzSKajjQYRlqug5m2t,https://api.spotify.com/v1/audio-analysis/0JJwAzSKajjQYRlqug5m2t,204217,4,bigroom,Head Honcho 2017
6592,0.835,0.974,6,-0.881,0,0.249,0.0207,9.92e-05,0.0215,0.707,127.983,audio_features,2RsAnS1jx0fbuij4Qa3juO,spotify:track:2RsAnS1jx0fbuij4Qa3juO,https://api.spotify.com/v1/tracks/2RsAnS1jx0fbuij4Qa3juO,https://api.spotify.com/v1/audio-analysis/2RsAnS1jx0fbuij4Qa3juO,172500,4,bigroom,One More Drink
6593,0.744,0.956,7,-4.797,1,0.052,0.00161,0.85,0.339,0.542,127.996,audio_features,5BfleIMgLlfeqG5yqKyHz0,spotify:track:5BfleIMgLlfeqG5yqKyHz0,https://api.spotify.com/v1/tracks/5BfleIMgLlfeqG5yqKyHz0,https://api.spotify.com/v1/audio-analysis/5BfleIMgLlfeqG5yqKyHz0,286907,4,bigroom,Rattle - Original Mix
6594,0.598,0.967,1,-1.7,1,0.0483,0.00735,0.826,0.0765,0.477,130.006,audio_features,1Kdnq3mklW7Xa7kWfHZZut,spotify:track:1Kdnq3mklW7Xa7kWfHZZut,https://api.spotify.com/v1/tracks/1Kdnq3mklW7Xa7kWfHZZut,https://api.spotify.com/v1/audio-analysis/1Kdnq3mklW7Xa7kWfHZZut,306231,4,bigroom,Ride - Original Mix
6595,0.626,0.991,0,1.869,1,0.0572,0.00435,0.823,0.348,0.187,127.999,audio_features,0Cp8muaZwON5hdpWXWcQ6n,spotify:track:0Cp8muaZwON5hdpWXWcQ6n,https://api.spotify.com/v1/tracks/0Cp8muaZwON5hdpWXWcQ6n,https://api.spotify.com/v1/audio-analysis/0Cp8muaZwON5hdpWXWcQ6n,316174,4,bigroom,Game Over - Original Mix
6596,0.594,0.907,11,-4.657,0,0.0424,0.000213,0.943,0.104,0.174,128.024,audio_features,2Hi4vChy5UgY6KXnFZDX2V,spotify:track:2Hi4vChy5UgY6KXnFZDX2V,https://api.spotify.com/v1/tracks/2Hi4vChy5UgY6KXnFZDX2V,https://api.spotify.com/v1/audio-analysis/2Hi4vChy5UgY6KXnFZDX2V,281000,4,bigroom,We Like to Party - Original Mix
6597,0.624,0.86,7,-4.87,0,0.0382,0.00986,0.0195,0.787,0.0466,127.982,audio_features,48audnmbPfNEXf9NEeVEOW,spotify:track:48audnmbPfNEXf9NEeVEOW,https://api.spotify.com/v1/tracks/48audnmbPfNEXf9NEeVEOW,https://api.spotify.com/v1/audio-analysis/48audnmbPfNEXf9NEeVEOW,203440,4,bigroom,Revolution - Vocal Edit
6598,0.634,0.99,9,-3.035,1,0.0714,0.0164,0.785,0.0834,0.573,127.983,audio_features,50OhCsebXohKShtewXIDKq,spotify:track:50OhCsebXohKShtewXIDKq,https://api.spotify.com/v1/tracks/50OhCsebXohKShtewXIDKq,https://api.spotify.com/v1/audio-analysis/50OhCsebXohKShtewXIDKq,262515,4,bigroom,Raveology - Original Mix
6599,0.671,0.871,2,-4.751,1,0.141,0.000647,0.247,0.448,0.355,128.043,audio_features,5nKnfKcH9r2Wt33RhRWXhr,spotify:track:5nKnfKcH9r2Wt33RhRWXhr,https://api.spotify.com/v1/tracks/5nKnfKcH9r2Wt33RhRWXhr,https://api.spotify.com/v1/audio-analysis/5nKnfKcH9r2Wt33RhRWXhr,284985,4,bigroom,Rockin - Original Mix
6600,0.741,0.918,5,-3.166,0,0.0661,0.00443,0.485,0.102,0.234,130.014,audio_features,5EFjdcpWIFwfK2SXPiZawG,spotify:track:5EFjdcpWIFwfK2SXPiZawG,https://api.spotify.com/v1/tracks/5EFjdcpWIFwfK2SXPiZawG,https://api.spotify.com/v1/audio-analysis/5EFjdcpWIFwfK2SXPiZawG,264000,4,bigroom,Twerk Anthem - Original Mix
6601,0.619,0.821,11,-4.706,1,0.0565,0.000317,0.923,0.106,0.22,127.962,audio_features,7HwQizneDeLxJmZ9iTmOQV,spotify:track:7HwQizneDeLxJmZ9iTmOQV,https://api.spotify.com/v1/tracks/7HwQizneDeLxJmZ9iTmOQV,https://api.spotify.com/v1/audio-analysis/7HwQizneDeLxJmZ9iTmOQV,264027,4,bigroom,Astronaut - Original Mix
6602,0.701,0.844,2,-3.611,1,0.0602,0.00828,0.55,0.0693,0.183,128.011,audio_features,4md9LdDT6qfAyCgKUrDhjR,spotify:track:4md9LdDT6qfAyCgKUrDhjR,https://api.spotify.com/v1/tracks/4md9LdDT6qfAyCgKUrDhjR,https://api.spotify.com/v1/audio-analysis/4md9LdDT6qfAyCgKUrDhjR,292627,4,bigroom,Thunderbolt - Original Mix
6603,0.542,0.928,0,-4.402,1,0.0902,0.00171,0.134,0.0836,0.186,128.021,audio_features,4GWfs4aOX9NG4msG9OA5er,spotify:track:4GWfs4aOX9NG4msG9OA5er,https://api.spotify.com/v1/tracks/4GWfs4aOX9NG4msG9OA5er,https://api.spotify.com/v1/audio-analysis/4GWfs4aOX9NG4msG9OA5er,185625,4,bigroom,Bazooka - 538 Turn Up The Beach 2014 Theme
6604,0.884,0.83,4,-3.862,0,0.198,0.0741,0.83,0.101,0.0399,128.015,audio_features,2RId5ldpJHjpVF2gfxAzyx,spotify:track:2RId5ldpJHjpVF2gfxAzyx,https://api.spotify.com/v1/tracks/2RId5ldpJHjpVF2gfxAzyx,https://api.spotify.com/v1/audio-analysis/2RId5ldpJHjpVF2gfxAzyx,346875,4,bigroom,Ultronic - Original Mix
6605,0.646,0.97,0,-4.008,1,0.0383,0.00157,0.731,0.0718,0.354,127.993,audio_features,72TcAg68OvXVmeQSOkOs36,spotify:track:72TcAg68OvXVmeQSOkOs36,https://api.spotify.com/v1/tracks/72TcAg68OvXVmeQSOkOs36,https://api.spotify.com/v1/audio-analysis/72TcAg68OvXVmeQSOkOs36,305598,4,bigroom,Puna - Original Mix
6606,0.243,0.954,10,-5.513,0,0.0566,0.0511,0.843,0.0686,0.334,191.959,audio_features,1DXqvavJ0eNBtxWyuC2BaW,spotify:track:1DXqvavJ0eNBtxWyuC2BaW,https://api.spotify.com/v1/tracks/1DXqvavJ0eNBtxWyuC2BaW,https://api.spotify.com/v1/audio-analysis/1DXqvavJ0eNBtxWyuC2BaW,181992,3,bigroom,Galatic - Original Edit
6607,0.82,0.875,1,-3.711,1,0.0517,0.000657,0.757,0.0567,0.0605,128.007,audio_features,7qBj3Uyq1viGgNVHMwY00D,spotify:track:7qBj3Uyq1viGgNVHMwY00D,https://api.spotify.com/v1/tracks/7qBj3Uyq1viGgNVHMwY00D,https://api.spotify.com/v1/audio-analysis/7qBj3Uyq1viGgNVHMwY00D,275583,4,bigroom,Go Hard
6608,0.7,0.843,7,-3.379,1,0.0679,0.00655,0.673,0.0379,0.722,128.017,audio_features,2YE0kPw4LoKuFxnYBiUvpy,spotify:track:2YE0kPw4LoKuFxnYBiUvpy,https://api.spotify.com/v1/tracks/2YE0kPw4LoKuFxnYBiUvpy,https://api.spotify.com/v1/audio-analysis/2YE0kPw4LoKuFxnYBiUvpy,317147,4,bigroom,Wicked - Original Mix
6609,0.757,0.885,7,-5.109,0,0.146,0.000921,0.919,0.0484,0.258,128.009,audio_features,4dA9hCQDGz9eloCRNacWfO,spotify:track:4dA9hCQDGz9eloCRNacWfO,https://api.spotify.com/v1/tracks/4dA9hCQDGz9eloCRNacWfO,https://api.spotify.com/v1/audio-analysis/4dA9hCQDGz9eloCRNacWfO,225000,4,bigroom,Burn - Original Mix
6610,0.736,0.853,6,-4.977,0,0.0646,0.396,0.327,0.0753,0.365,129.951,audio_features,6zySDfV5aOhihBZcZVXgib,spotify:track:6zySDfV5aOhihBZcZVXgib,https://api.spotify.com/v1/tracks/6zySDfV5aOhihBZcZVXgib,https://api.spotify.com/v1/audio-analysis/6zySDfV5aOhihBZcZVXgib,247693,3,bigroom,Never Give Up
6611,0.759,0.978,11,-1.491,0,0.275,0.00423,0.00184,0.352,0.705,127.961,audio_features,3sKkFjy5UkH74xNzIAWlx2,spotify:track:3sKkFjy5UkH74xNzIAWlx2,https://api.spotify.com/v1/tracks/3sKkFjy5UkH74xNzIAWlx2,https://api.spotify.com/v1/audio-analysis/3sKkFjy5UkH74xNzIAWlx2,196875,4,bigroom,Fuck This Party
6612,0.663,0.94,8,-5.994,1,0.387,0.0103,0.0,0.0659,0.4,128.024,audio_features,6ubAU8VvWn28ptq7965ZxI,spotify:track:6ubAU8VvWn28ptq7965ZxI,https://api.spotify.com/v1/tracks/6ubAU8VvWn28ptq7965ZxI,https://api.spotify.com/v1/audio-analysis/6ubAU8VvWn28ptq7965ZxI,221284,4,bigroom,Mjolner 2017
6613,0.697,0.94,0,-2.866,1,0.106,0.00102,0.0118,0.423,0.154,128.018,audio_features,3g4VIMFXEJ0mZ7N4Nic6wE,spotify:track:3g4VIMFXEJ0mZ7N4Nic6wE,https://api.spotify.com/v1/tracks/3g4VIMFXEJ0mZ7N4Nic6wE,https://api.spotify.com/v1/audio-analysis/3g4VIMFXEJ0mZ7N4Nic6wE,156338,4,bigroom,Drummachine
6614,0.728,0.858,5,-4.523,1,0.107,0.00149,0.143,0.0759,0.553,129.996,audio_features,1Vbi3VW07BwaMruQiUIQpL,spotify:track:1Vbi3VW07BwaMruQiUIQpL,https://api.spotify.com/v1/tracks/1Vbi3VW07BwaMruQiUIQpL,https://api.spotify.com/v1/audio-analysis/1Vbi3VW07BwaMruQiUIQpL,178173,4,bigroom,I'm Heavy
6615,0.683,0.909,5,-3.204,1,0.105,0.000228,0.606,0.0346,0.212,150.032,audio_features,3yVdL6svfOSeKfMrRFWGAs,spotify:track:3yVdL6svfOSeKfMrRFWGAs,https://api.spotify.com/v1/tracks/3yVdL6svfOSeKfMrRFWGAs,https://api.spotify.com/v1/audio-analysis/3yVdL6svfOSeKfMrRFWGAs,192253,4,bigroom,Bora Bora
6616,0.497,0.972,6,-6.208,0,0.142,0.0148,0.307,0.414,0.0959,149.813,audio_features,3TkUrX56ZFkN4VH4OndSvs,spotify:track:3TkUrX56ZFkN4VH4OndSvs,https://api.spotify.com/v1/tracks/3TkUrX56ZFkN4VH4OndSvs,https://api.spotify.com/v1/audio-analysis/3TkUrX56ZFkN4VH4OndSvs,153200,4,bigroom,Lion
6617,0.686,0.947,3,-5.048,0,0.0397,0.0183,0.781,0.0761,0.119,131.991,audio_features,3nAMByzRAlz06NXplYZdjK,spotify:track:3nAMByzRAlz06NXplYZdjK,https://api.spotify.com/v1/tracks/3nAMByzRAlz06NXplYZdjK,https://api.spotify.com/v1/audio-analysis/3nAMByzRAlz06NXplYZdjK,151275,4,bigroom,Bad To The Bone
6618,0.625,0.932,1,-4.851,1,0.067,0.000915,0.151,0.237,0.387,127.804,audio_features,7MGCdXA9hghopcTiSmYFus,spotify:track:7MGCdXA9hghopcTiSmYFus,https://api.spotify.com/v1/tracks/7MGCdXA9hghopcTiSmYFus,https://api.spotify.com/v1/audio-analysis/7MGCdXA9hghopcTiSmYFus,143359,4,bigroom,Knockout
6619,0.714,0.973,1,-2.06,1,0.0701,0.0422,0.00109,0.022,0.555,128.021,audio_features,4MqAHjMUqCXrKvn3HEVbjc,spotify:track:4MqAHjMUqCXrKvn3HEVbjc,https://api.spotify.com/v1/tracks/4MqAHjMUqCXrKvn3HEVbjc,https://api.spotify.com/v1/audio-analysis/4MqAHjMUqCXrKvn3HEVbjc,188491,4,bigroom,Bad Bitches - Original Mix
6620,0.63,0.839,6,-3.971,0,0.0422,0.0313,0.537,0.122,0.624,127.98,audio_features,5wlscxWc7OyrsE22xToo1N,spotify:track:5wlscxWc7OyrsE22xToo1N,https://api.spotify.com/v1/tracks/5wlscxWc7OyrsE22xToo1N,https://api.spotify.com/v1/audio-analysis/5wlscxWc7OyrsE22xToo1N,142503,4,bigroom,EDM Bubble
6621,0.324,0.979,4,-4.17,0,0.0987,0.00119,0.835,0.347,0.232,103.532,audio_features,1DCR4JRXMA1O6CjQ53KTwH,spotify:track:1DCR4JRXMA1O6CjQ53KTwH,https://api.spotify.com/v1/tracks/1DCR4JRXMA1O6CjQ53KTwH,https://api.spotify.com/v1/audio-analysis/1DCR4JRXMA1O6CjQ53KTwH,207121,1,bigroom,Hoovela
6622,0.591,0.911,9,-7.975,1,0.0661,0.00609,0.0123,0.223,0.211,103.517,audio_features,6FzjJPwf5JzzFOei7h6Qrp,spotify:track:6FzjJPwf5JzzFOei7h6Qrp,https://api.spotify.com/v1/tracks/6FzjJPwf5JzzFOei7h6Qrp,https://api.spotify.com/v1/audio-analysis/6FzjJPwf5JzzFOei7h6Qrp,215773,3,bigroom,Great Spirit
6623,0.612,0.963,5,-3.912,0,0.0531,0.00897,0.00378,0.294,0.179,138.009,audio_features,1SlmnBIvGymszbbmeLYLvV,spotify:track:1SlmnBIvGymszbbmeLYLvV,https://api.spotify.com/v1/tracks/1SlmnBIvGymszbbmeLYLvV,https://api.spotify.com/v1/audio-analysis/1SlmnBIvGymszbbmeLYLvV,183519,4,bigroom,Blah Blah Blah
6624,0.839,0.808,5,-7.005,1,0.114,0.107,0.747,0.186,0.181,128.068,audio_features,7azVJ6AgvPLOum1tppactO,spotify:track:7azVJ6AgvPLOum1tppactO,https://api.spotify.com/v1/tracks/7azVJ6AgvPLOum1tppactO,https://api.spotify.com/v1/audio-analysis/7azVJ6AgvPLOum1tppactO,144390,4,bigroom,UFO - Radio Edit
6625,0.459,0.968,2,-5.852,1,0.0563,0.00145,0.0575,0.329,0.083,139.927,audio_features,2e7Vmu0SFcl9L2wRX5r8kE,spotify:track:2e7Vmu0SFcl9L2wRX5r8kE,https://api.spotify.com/v1/tracks/2e7Vmu0SFcl9L2wRX5r8kE,https://api.spotify.com/v1/audio-analysis/2e7Vmu0SFcl9L2wRX5r8kE,167143,4,bigroom,Heey Ya
6626,0.746,0.989,4,-1.382,1,0.0732,0.00283,0.0515,0.056,0.0499,127.971,audio_features,6yeI0vpccn4jvXobaEXIqu,spotify:track:6yeI0vpccn4jvXobaEXIqu,https://api.spotify.com/v1/tracks/6yeI0vpccn4jvXobaEXIqu,https://api.spotify.com/v1/audio-analysis/6yeI0vpccn4jvXobaEXIqu,155864,4,bigroom,Epic - Garmiani Remix
6627,0.622,0.952,1,-5.306,1,0.0477,0.000187,0.33,0.0431,0.111,128.008,audio_features,1Brd8eu7SraTK46zDJ6xgl,spotify:track:1Brd8eu7SraTK46zDJ6xgl,https://api.spotify.com/v1/tracks/1Brd8eu7SraTK46zDJ6xgl,https://api.spotify.com/v1/audio-analysis/1Brd8eu7SraTK46zDJ6xgl,287440,4,bigroom,Flute
6628,0.647,0.815,11,-4.616,0,0.039,0.0147,1.5e-06,0.132,0.445,127.942,audio_features,1MDCGqPlhsOAxTxpbkhUnR,spotify:track:1MDCGqPlhsOAxTxpbkhUnR,https://api.spotify.com/v1/tracks/1MDCGqPlhsOAxTxpbkhUnR,https://api.spotify.com/v1/audio-analysis/1MDCGqPlhsOAxTxpbkhUnR,210938,4,bigroom,Addicted
6629,0.561,0.725,9,-7.212,0,0.042,0.00358,0.857,0.0872,0.117,127.993,audio_features,5Qw6359qWB9JdwIXYS0lxj,spotify:track:5Qw6359qWB9JdwIXYS0lxj,https://api.spotify.com/v1/tracks/5Qw6359qWB9JdwIXYS0lxj,https://api.spotify.com/v1/audio-analysis/5Qw6359qWB9JdwIXYS0lxj,312197,4,bigroom,Project T - Martin Garrix Remix
6630,0.89,0.672,7,-5.532,1,0.0621,0.707,0.000604,0.177,0.598,126.036,audio_features,66U0ASk1VHZsqIkpMjKX3B,spotify:track:66U0ASk1VHZsqIkpMjKX3B,https://api.spotify.com/v1/tracks/66U0ASk1VHZsqIkpMjKX3B,https://api.spotify.com/v1/audio-analysis/66U0ASk1VHZsqIkpMjKX3B,163810,4,bigroom,Little Swing
6631,0.616,0.892,4,-4.688,0,0.0462,0.00214,0.000186,0.227,0.235,129.991,audio_features,3KFlDWBGVifduBPbuYRQmG,spotify:track:3KFlDWBGVifduBPbuYRQmG,https://api.spotify.com/v1/tracks/3KFlDWBGVifduBPbuYRQmG,https://api.spotify.com/v1/audio-analysis/3KFlDWBGVifduBPbuYRQmG,203769,4,bigroom,Bella Ciao
6632,0.766,0.916,6,-1.894,0,0.144,0.0141,0.853,0.0961,0.189,128.008,audio_features,3pxL5f1nQAedjcozOH6Ck1,spotify:track:3pxL5f1nQAedjcozOH6Ck1,https://api.spotify.com/v1/tracks/3pxL5f1nQAedjcozOH6Ck1,https://api.spotify.com/v1/audio-analysis/3pxL5f1nQAedjcozOH6Ck1,347812,4,bigroom,The Cube
6633,0.826,0.804,5,-6.844,0,0.358,0.253,2.35e-06,0.362,0.474,128.034,audio_features,19kGIhBUctY75AiB10Fpbi,spotify:track:19kGIhBUctY75AiB10Fpbi,https://api.spotify.com/v1/tracks/19kGIhBUctY75AiB10Fpbi,https://api.spotify.com/v1/audio-analysis/19kGIhBUctY75AiB10Fpbi,240787,4,bigroom,Llama In My Living Room - DopeDrop Remix
6634,0.841,0.973,11,-2.057,1,0.0824,0.00282,0.945,0.0316,0.207,128.0,audio_features,6FWvQYFOaF9HspEKO5lqzg,spotify:track:6FWvQYFOaF9HspEKO5lqzg,https://api.spotify.com/v1/tracks/6FWvQYFOaF9HspEKO5lqzg,https://api.spotify.com/v1/audio-analysis/6FWvQYFOaF9HspEKO5lqzg,213750,4,bigroom,Freaks
6635,0.664,0.972,4,-5.273,0,0.0719,0.000497,0.694,0.319,0.402,128.019,audio_features,6L5oimyAoXuIb1GL10Oloh,spotify:track:6L5oimyAoXuIb1GL10Oloh,https://api.spotify.com/v1/tracks/6L5oimyAoXuIb1GL10Oloh,https://api.spotify.com/v1/audio-analysis/6L5oimyAoXuIb1GL10Oloh,158040,4,bigroom,Night After Night - Radio Edit
6636,0.455,0.786,11,-5.544,0,0.0667,0.142,0.000603,0.336,0.446,108.754,audio_features,3LewMbGqmR4IYtifSNxbGz,spotify:track:3LewMbGqmR4IYtifSNxbGz,https://api.spotify.com/v1/tracks/3LewMbGqmR4IYtifSNxbGz,https://api.spotify.com/v1/audio-analysis/3LewMbGqmR4IYtifSNxbGz,230573,1,bigroom,Something Just Like This - Dimitri Vegas & Like Mike Remix
6637,0.603,0.953,9,-3.663,0,0.261,0.0159,0.00678,0.261,0.385,191.84,audio_features,1qoMM64LAONSHJbl1LlWjo,spotify:track:1qoMM64LAONSHJbl1LlWjo,https://api.spotify.com/v1/tracks/1qoMM64LAONSHJbl1LlWjo,https://api.spotify.com/v1/audio-analysis/1qoMM64LAONSHJbl1LlWjo,195010,3,bigroom,Parade
6638,0.489,0.641,11,-7.011,0,0.032,0.00598,0.0201,0.122,0.587,108.901,audio_features,04xLp87480JkyiHIiWgj8I,spotify:track:04xLp87480JkyiHIiWgj8I,https://api.spotify.com/v1/tracks/04xLp87480JkyiHIiWgj8I,https://api.spotify.com/v1/audio-analysis/04xLp87480JkyiHIiWgj8I,211885,4,bigroom,Samsara (feat. Emila)
6639,0.905,0.971,6,-2.476,0,0.326,0.0134,0.00249,0.323,0.552,127.996,audio_features,4Jru9zmgkYFi9ke0eH7J1t,spotify:track:4Jru9zmgkYFi9ke0eH7J1t,https://api.spotify.com/v1/tracks/4Jru9zmgkYFi9ke0eH7J1t,https://api.spotify.com/v1/audio-analysis/4Jru9zmgkYFi9ke0eH7J1t,228984,4,bigroom,Sick Like That (feat. Luciana)
6640,0.834,0.921,2,-5.7,1,0.107,0.0992,0.611,0.0578,0.195,130.001,audio_features,3FhsecIWRHVFbvfXyUUe5n,spotify:track:3FhsecIWRHVFbvfXyUUe5n,https://api.spotify.com/v1/tracks/3FhsecIWRHVFbvfXyUUe5n,https://api.spotify.com/v1/audio-analysis/3FhsecIWRHVFbvfXyUUe5n,251077,4,bigroom,Kooka
6641,0.393,0.91,7,-4.224,1,0.375,0.00711,5.4e-05,0.701,0.213,192.102,audio_features,0llv2mvVhcKR8pEqbVVGK9,spotify:track:0llv2mvVhcKR8pEqbVVGK9,https://api.spotify.com/v1/tracks/0llv2mvVhcKR8pEqbVVGK9,https://api.spotify.com/v1/audio-analysis/0llv2mvVhcKR8pEqbVVGK9,214102,4,bigroom,Militant (feat. FERAL is KINKY)
6642,0.411,0.862,9,-5.659,1,0.0396,0.00724,0.794,0.0521,0.0997,134.789,audio_features,0ZZU0PFjMsVge8ck3v0eW3,spotify:track:0ZZU0PFjMsVge8ck3v0eW3,https://api.spotify.com/v1/tracks/0ZZU0PFjMsVge8ck3v0eW3,https://api.spotify.com/v1/audio-analysis/0ZZU0PFjMsVge8ck3v0eW3,233824,4,bigroom,Monsta
6643,0.638,0.984,4,-2.886,1,0.0475,0.00339,0.251,0.436,0.203,128.017,audio_features,5cbOPrj8MIp7lPAALhdYlR,spotify:track:5cbOPrj8MIp7lPAALhdYlR,https://api.spotify.com/v1/tracks/5cbOPrj8MIp7lPAALhdYlR,https://api.spotify.com/v1/audio-analysis/5cbOPrj8MIp7lPAALhdYlR,198750,4,bigroom,Dhoom
6644,0.519,0.731,8,-5.009,0,0.0504,0.0359,1.33e-05,0.784,0.301,128.066,audio_features,5drBLK41GUnnWt32JPlexx,spotify:track:5drBLK41GUnnWt32JPlexx,https://api.spotify.com/v1/tracks/5drBLK41GUnnWt32JPlexx,https://api.spotify.com/v1/audio-analysis/5drBLK41GUnnWt32JPlexx,185640,4,bigroom,Memories (feat. Sirah) - Radio Edit
6645,0.49,0.907,5,-4.063,0,0.108,0.000427,0.0,0.116,0.21,132.057,audio_features,4CVOUJki8YUWol3jhLphgs,spotify:track:4CVOUJki8YUWol3jhLphgs,https://api.spotify.com/v1/tracks/4CVOUJki8YUWol3jhLphgs,https://api.spotify.com/v1/audio-analysis/4CVOUJki8YUWol3jhLphgs,148837,4,bigroom,Power
6646,0.79,0.969,2,-1.86,1,0.212,0.0384,0.3,0.382,0.492,128.046,audio_features,2j91Jt918c2dqnY6Y00OTC,spotify:track:2j91Jt918c2dqnY6Y00OTC,https://api.spotify.com/v1/tracks/2j91Jt918c2dqnY6Y00OTC,https://api.spotify.com/v1/audio-analysis/2j91Jt918c2dqnY6Y00OTC,228694,4,bigroom,This Is Melbourne
