,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre,title
0,0.619,0.805,5,-4.759,1,0.0452,0.29,0.0,0.236,0.354,128.039,audio_features,2v9SirLJCR6EPUD7hQySfX,spotify:track:2v9SirLJCR6EPUD7hQySfX,https://api.spotify.com/v1/tracks/2v9SirLJCR6EPUD7hQySfX,https://api.spotify.com/v1/audio-analysis/2v9SirLJCR6EPUD7hQySfX,202353,4,progressivehouse,Reckless
1,0.624,0.903,1,-4.54,0,0.0362,0.0325,0.757,0.0908,0.312,126.045,audio_features,2eY2qF8cJnFXdLdw13mah4,spotify:track:2eY2qF8cJnFXdLdw13mah4,https://api.spotify.com/v1/tracks/2eY2qF8cJnFXdLdw13mah4,https://api.spotify.com/v1/audio-analysis/2eY2qF8cJnFXdLdw13mah4,150160,4,progressivehouse,Bromance - Avicii Remix
2,0.579,0.956,8,-3.24,0,0.0864,0.000597,5.08e-05,0.0912,0.416,127.994,audio_features,08OUKuV8oRKp0MjJLdS1DD,spotify:track:08OUKuV8oRKp0MjJLdS1DD,https://api.spotify.com/v1/tracks/08OUKuV8oRKp0MjJLdS1DD,https://api.spotify.com/v1/audio-analysis/08OUKuV8oRKp0MjJLdS1DD,271750,4,progressivehouse,Satellite
3,0.55,0.846,8,-2.453,1,0.0465,0.281,0.0,0.117,0.246,128.02,audio_features,11844dsNtU4OJWXesfvSGd,spotify:track:11844dsNtU4OJWXesfvSGd,https://api.spotify.com/v1/tracks/11844dsNtU4OJWXesfvSGd,https://api.spotify.com/v1/audio-analysis/11844dsNtU4OJWXesfvSGd,211750,4,progressivehouse,Oceans
4,0.557,0.832,2,-4.336,1,0.0421,9.62e-05,8.17e-06,0.163,0.481,128.066,audio_features,7GJzmo8TiG1ekqepGmvb2y,spotify:track:7GJzmo8TiG1ekqepGmvb2y,https://api.spotify.com/v1/tracks/7GJzmo8TiG1ekqepGmvb2y,https://api.spotify.com/v1/audio-analysis/7GJzmo8TiG1ekqepGmvb2y,211750,4,progressivehouse,We Are Young
5,0.573,0.929,8,-3.942,0,0.109,0.197,0.000112,0.0567,0.582,127.934,audio_features,24LS4lQShWyixJ0ZrJXfJ5,spotify:track:24LS4lQShWyixJ0ZrJXfJ5,https://api.spotify.com/v1/tracks/24LS4lQShWyixJ0ZrJXfJ5,https://api.spotify.com/v1/audio-analysis/24LS4lQShWyixJ0ZrJXfJ5,212560,4,progressivehouse,Sweet Nothing (feat. Florence Welch)
6,0.71,0.882,4,-2.932,0,0.0595,0.00777,0.00771,0.294,0.875,128.016,audio_features,4wkQmYpAaMe41Rc3sYZ7Vz,spotify:track:4wkQmYpAaMe41Rc3sYZ7Vz,https://api.spotify.com/v1/tracks/4wkQmYpAaMe41Rc3sYZ7Vz,https://api.spotify.com/v1/audio-analysis/4wkQmYpAaMe41Rc3sYZ7Vz,232800,4,progressivehouse,Let's Go (feat. Ne-Yo)
7,0.452,0.876,6,-3.83,0,0.0518,0.0501,1.58e-05,0.309,0.275,125.994,audio_features,4Od9dAVmQf70b7TE4hNWJU,spotify:track:4Od9dAVmQf70b7TE4hNWJU,https://api.spotify.com/v1/tracks/4Od9dAVmQf70b7TE4hNWJU,https://api.spotify.com/v1/audio-analysis/4Od9dAVmQf70b7TE4hNWJU,221922,4,progressivehouse,Hurricane - Radio Edit
8,0.516,0.647,6,-4.64,0,0.0392,0.263,0.0,0.464,0.176,128.025,audio_features,0EDfSAmfJj8xiTn5hP9UNP,spotify:track:0EDfSAmfJj8xiTn5hP9UNP,https://api.spotify.com/v1/tracks/0EDfSAmfJj8xiTn5hP9UNP,https://api.spotify.com/v1/audio-analysis/0EDfSAmfJj8xiTn5hP9UNP,191250,4,progressivehouse,Above The Tide
9,0.699,0.786,8,-6.441,1,0.0489,0.00465,0.000689,0.0615,0.641,128.034,audio_features,7HX02ClvnHczSARJPQl0zP,spotify:track:7HX02ClvnHczSARJPQl0zP,https://api.spotify.com/v1/tracks/7HX02ClvnHczSARJPQl0zP,https://api.spotify.com/v1/audio-analysis/7HX02ClvnHczSARJPQl0zP,237267,4,progressivehouse,Night Sky
10,0.621,0.702,3,-7.245,1,0.0634,0.0142,0.0123,0.115,0.224,128.034,audio_features,3Sz7Np8ohchbjJ7sPbOnMu,spotify:track:3Sz7Np8ohchbjJ7sPbOnMu,https://api.spotify.com/v1/tracks/3Sz7Np8ohchbjJ7sPbOnMu,https://api.spotify.com/v1/audio-analysis/3Sz7Np8ohchbjJ7sPbOnMu,215625,4,progressivehouse,After The Storm
11,0.49,0.891,9,-3.101,1,0.0646,0.00758,0.0,0.162,0.306,126.223,audio_features,5ZW0eAJU2YJiGfhzmVX7Rm,spotify:track:5ZW0eAJU2YJiGfhzmVX7Rm,https://api.spotify.com/v1/tracks/5ZW0eAJU2YJiGfhzmVX7Rm,https://api.spotify.com/v1/audio-analysis/5ZW0eAJU2YJiGfhzmVX7Rm,183026,4,progressivehouse,Again
12,0.546,0.884,0,-4.23,1,0.0488,0.106,0.0,0.214,0.188,128.022,audio_features,2KgBzWEWEotVdnUyFjmqFD,spotify:track:2KgBzWEWEotVdnUyFjmqFD,https://api.spotify.com/v1/tracks/2KgBzWEWEotVdnUyFjmqFD,https://api.spotify.com/v1/audio-analysis/2KgBzWEWEotVdnUyFjmqFD,221250,4,progressivehouse,Again
13,0.49,0.85,3,-3.774,0,0.0482,0.0221,0.0,0.173,0.252,127.997,audio_features,7pQ91NDrbkNC2hVgt2rj5a,spotify:track:7pQ91NDrbkNC2hVgt2rj5a,https://api.spotify.com/v1/tracks/7pQ91NDrbkNC2hVgt2rj5a,https://api.spotify.com/v1/audio-analysis/7pQ91NDrbkNC2hVgt2rj5a,190171,4,progressivehouse,Against All Odds
14,0.512,0.874,11,-3.775,0,0.128,0.00548,2.87e-06,0.217,0.323,128.071,audio_features,6OKvYdfXauQkL8N1CjidIl,spotify:track:6OKvYdfXauQkL8N1CjidIl,https://api.spotify.com/v1/tracks/6OKvYdfXauQkL8N1CjidIl,https://api.spotify.com/v1/audio-analysis/6OKvYdfXauQkL8N1CjidIl,147122,4,progressivehouse,Against The Night (feat. Jonny Rose)
15,0.434,0.852,10,-3.928,1,0.051,0.0847,0.000925,0.682,0.28,127.953,audio_features,1tgi1XCjv7MLwweVRn9f9Y,spotify:track:1tgi1XCjv7MLwweVRn9f9Y,https://api.spotify.com/v1/tracks/1tgi1XCjv7MLwweVRn9f9Y,https://api.spotify.com/v1/audio-analysis/1tgi1XCjv7MLwweVRn9f9Y,230640,4,progressivehouse,Age Of Innocence - Hellberg Remix
16,0.441,0.673,2,-4.267,1,0.0355,0.093,0.0,0.688,0.421,128.024,audio_features,1m6vqjte0RjzFwOMou7CNs,spotify:track:1m6vqjte0RjzFwOMou7CNs,https://api.spotify.com/v1/tracks/1m6vqjte0RjzFwOMou7CNs,https://api.spotify.com/v1/audio-analysis/1m6vqjte0RjzFwOMou7CNs,196875,4,progressivehouse,Ahead of Us - Radio Edit
17,0.547,0.965,0,-4.527,1,0.0557,0.000195,0.107,0.642,0.0845,128.009,audio_features,7hFqnWjf0ZzlsnEqNAd5QY,spotify:track:7hFqnWjf0ZzlsnEqNAd5QY,https://api.spotify.com/v1/tracks/7hFqnWjf0ZzlsnEqNAd5QY,https://api.spotify.com/v1/audio-analysis/7hFqnWjf0ZzlsnEqNAd5QY,251250,4,progressivehouse,Air - Original Mix
18,0.467,0.915,4,-2.15,1,0.0448,0.224,0.0,0.561,0.277,128.062,audio_features,15kXqquEcAYMgqu1Z7rHnp,spotify:track:15kXqquEcAYMgqu1Z7rHnp,https://api.spotify.com/v1/tracks/15kXqquEcAYMgqu1Z7rHnp,https://api.spotify.com/v1/audio-analysis/15kXqquEcAYMgqu1Z7rHnp,229473,4,progressivehouse,Alive
19,0.454,0.768,9,-5.716,0,0.0509,0.00488,1.54e-06,0.0943,0.0794,128.041,audio_features,2Y7iOaEe9IpSFcitWZAN8y,spotify:track:2Y7iOaEe9IpSFcitWZAN8y,https://api.spotify.com/v1/tracks/2Y7iOaEe9IpSFcitWZAN8y,https://api.spotify.com/v1/audio-analysis/2Y7iOaEe9IpSFcitWZAN8y,221250,4,progressivehouse,Alive Again
20,0.49,0.833,0,-4.683,0,0.0682,0.0534,0.0,0.0538,0.255,127.96,audio_features,3dJyButNBDfrP4gTKqRQHj,spotify:track:3dJyButNBDfrP4gTKqRQHj,https://api.spotify.com/v1/tracks/3dJyButNBDfrP4gTKqRQHj,https://api.spotify.com/v1/audio-analysis/3dJyButNBDfrP4gTKqRQHj,180000,4,progressivehouse,Alive - Radio Edit
21,0.455,0.74,6,-3.974,0,0.0363,0.261,0.0,0.231,0.331,128.061,audio_features,648JcXIBXOgO4Tz2cIj9vm,spotify:track:648JcXIBXOgO4Tz2cIj9vm,https://api.spotify.com/v1/tracks/648JcXIBXOgO4Tz2cIj9vm,https://api.spotify.com/v1/audio-analysis/648JcXIBXOgO4Tz2cIj9vm,176250,4,progressivehouse,All Around
22,0.557,0.948,11,-3.992,0,0.0586,0.00291,0.0,0.396,0.302,128.106,audio_features,7eTtrbdslqS4LCeP38jAYu,spotify:track:7eTtrbdslqS4LCeP38jAYu,https://api.spotify.com/v1/tracks/7eTtrbdslqS4LCeP38jAYu,https://api.spotify.com/v1/audio-analysis/7eTtrbdslqS4LCeP38jAYu,155625,4,progressivehouse,All I Ever Wanted
23,0.609,0.903,8,-3.797,0,0.0537,0.00387,0.000296,0.22,0.37,128.016,audio_features,0nVMUhxriHywjLrzJguy9g,spotify:track:0nVMUhxriHywjLrzJguy9g,https://api.spotify.com/v1/tracks/0nVMUhxriHywjLrzJguy9g,https://api.spotify.com/v1/audio-analysis/0nVMUhxriHywjLrzJguy9g,225937,4,progressivehouse,All I See Is You - DJ Afrojack Edit
24,0.593,0.877,0,-3.825,0,0.0677,0.123,0.0,0.503,0.635,123.76,audio_features,0poEFjyV2iHKtxjdWFwjmS,spotify:track:0poEFjyV2iHKtxjdWFwjmS,https://api.spotify.com/v1/tracks/0poEFjyV2iHKtxjdWFwjmS,https://api.spotify.com/v1/audio-analysis/0poEFjyV2iHKtxjdWFwjmS,166413,4,progressivehouse,All Night (feat. Ally Brooke)
25,0.492,0.796,9,-3.128,1,0.0516,0.425,0.0,0.139,0.19,128.01,audio_features,7FVsxsirLsYKMVFFnVUJtB,spotify:track:7FVsxsirLsYKMVFFnVUJtB,https://api.spotify.com/v1/tracks/7FVsxsirLsYKMVFFnVUJtB,https://api.spotify.com/v1/audio-analysis/7FVsxsirLsYKMVFFnVUJtB,210938,4,progressivehouse,All the Way - Radio Edit
26,0.579,0.868,8,-3.324,1,0.0388,0.0533,0.0,0.353,0.27,128.035,audio_features,5vsqrujE1cwPUsnP4K2uhM,spotify:track:5vsqrujE1cwPUsnP4K2uhM,https://api.spotify.com/v1/tracks/5vsqrujE1cwPUsnP4K2uhM,https://api.spotify.com/v1/audio-analysis/5vsqrujE1cwPUsnP4K2uhM,228750,4,progressivehouse,All The Way Down
27,0.494,0.77,7,-4.563,1,0.0414,0.124,0.0,0.546,0.147,127.054,audio_features,1iR4XIEiDNUeHFkG8SGIoH,spotify:track:1iR4XIEiDNUeHFkG8SGIoH,https://api.spotify.com/v1/tracks/1iR4XIEiDNUeHFkG8SGIoH,https://api.spotify.com/v1/audio-analysis/1iR4XIEiDNUeHFkG8SGIoH,234350,4,progressivehouse,All We Have
28,0.662,0.586,0,-8.821,1,0.0307,0.097,0.00272,0.115,0.296,90.0,audio_features,2rizacJSyD9S1IQUxUxnsK,spotify:track:2rizacJSyD9S1IQUxUxnsK,https://api.spotify.com/v1/tracks/2rizacJSyD9S1IQUxUxnsK,https://api.spotify.com/v1/audio-analysis/2rizacJSyD9S1IQUxUxnsK,194080,4,progressivehouse,All We Know
29,0.581,0.954,9,-3.336,1,0.081,0.0244,0.00413,0.223,0.616,127.959,audio_features,1Nf0mk83xLd3CyL8ybd8vw,spotify:track:1Nf0mk83xLd3CyL8ybd8vw,https://api.spotify.com/v1/tracks/1Nf0mk83xLd3CyL8ybd8vw,https://api.spotify.com/v1/audio-analysis/1Nf0mk83xLd3CyL8ybd8vw,191250,4,progressivehouse,All We Need feat. Shy Girls - Dzeko & Torres Remix Radio Edit
30,0.515,0.565,11,-6.523,0,0.119,0.059,6.65e-06,0.0547,0.235,128.027,audio_features,71NtHfGNKONiXVsb6mhNQw,spotify:track:71NtHfGNKONiXVsb6mhNQw,https://api.spotify.com/v1/tracks/71NtHfGNKONiXVsb6mhNQw,https://api.spotify.com/v1/audio-analysis/71NtHfGNKONiXVsb6mhNQw,299082,4,progressivehouse,All Your Everything - Feerty Remix
31,0.447,0.824,9,-4.585,0,0.0565,0.00934,0.0,0.168,0.135,127.841,audio_features,4C50zboUL8ogLyitIgosxZ,spotify:track:4C50zboUL8ogLyitIgosxZ,https://api.spotify.com/v1/tracks/4C50zboUL8ogLyitIgosxZ,https://api.spotify.com/v1/audio-analysis/4C50zboUL8ogLyitIgosxZ,200625,4,progressivehouse,Alone
32,0.225,0.813,2,-4.877,1,0.041,0.658,0.492,0.699,0.202,128.018,audio_features,37whs0jnncyNmBnhI7MWfg,spotify:track:37whs0jnncyNmBnhI7MWfg,https://api.spotify.com/v1/tracks/37whs0jnncyNmBnhI7MWfg,https://api.spotify.com/v1/audio-analysis/37whs0jnncyNmBnhI7MWfg,183750,4,progressivehouse,Alone Together
33,0.54,0.945,7,-5.431,1,0.0938,0.00541,0.00257,0.403,0.115,128.044,audio_features,1ISTQZ9B9yw2aYvsidEz1O,spotify:track:1ISTQZ9B9yw2aYvsidEz1O,https://api.spotify.com/v1/tracks/1ISTQZ9B9yw2aYvsidEz1O,https://api.spotify.com/v1/audio-analysis/1ISTQZ9B9yw2aYvsidEz1O,265327,4,progressivehouse,Alpha
34,0.451,0.955,8,-4.361,1,0.0899,0.0463,0.0259,0.0889,0.4,127.91,audio_features,2onQmmuVsQ93c2l2JT8HZi,spotify:track:2onQmmuVsQ93c2l2JT8HZi,https://api.spotify.com/v1/tracks/2onQmmuVsQ93c2l2JT8HZi,https://api.spotify.com/v1/audio-analysis/2onQmmuVsQ93c2l2JT8HZi,191541,4,progressivehouse,Alright (Radio Edit) [feat. Zashanell]
35,0.491,0.903,2,-5.272,1,0.0691,0.136,0.0,0.14,0.336,128.03,audio_features,00yxQQuY0r85m97hrxwus5,spotify:track:00yxQQuY0r85m97hrxwus5,https://api.spotify.com/v1/tracks/00yxQQuY0r85m97hrxwus5,https://api.spotify.com/v1/audio-analysis/00yxQQuY0r85m97hrxwus5,196486,4,progressivehouse,Always - 3LAU Mix
36,0.547,0.753,7,-2.371,0,0.044,0.141,0.0,0.368,0.345,127.959,audio_features,3EIRCT0oKKD9EMqd62XTza,spotify:track:3EIRCT0oKKD9EMqd62XTza,https://api.spotify.com/v1/tracks/3EIRCT0oKKD9EMqd62XTza,https://api.spotify.com/v1/audio-analysis/3EIRCT0oKKD9EMqd62XTza,203438,4,progressivehouse,Here Tonight
37,0.495,0.893,9,-3.714,0,0.0613,0.00308,0.0,0.659,0.0687,130.079,audio_features,1D6UGUSJBUwWWLJLZrjacv,spotify:track:1D6UGUSJBUwWWLJLZrjacv,https://api.spotify.com/v1/tracks/1D6UGUSJBUwWWLJLZrjacv,https://api.spotify.com/v1/audio-analysis/1D6UGUSJBUwWWLJLZrjacv,224484,4,progressivehouse,In The Dark
38,0.474,0.782,7,-5.83,1,0.0484,0.0354,0.0,0.278,0.223,127.996,audio_features,4rXsJxWgPGiu7DWHRd53Ue,spotify:track:4rXsJxWgPGiu7DWHRd53Ue,https://api.spotify.com/v1/tracks/4rXsJxWgPGiu7DWHRd53Ue,https://api.spotify.com/v1/audio-analysis/4rXsJxWgPGiu7DWHRd53Ue,234609,4,progressivehouse,Another Side
39,0.59,0.647,6,-5.06,0,0.033,0.00809,4.52e-05,0.0921,0.393,127.979,audio_features,1u6LOWtdWA2wwa3CryIBsS,spotify:track:1u6LOWtdWA2wwa3CryIBsS,https://api.spotify.com/v1/tracks/1u6LOWtdWA2wwa3CryIBsS,https://api.spotify.com/v1/audio-analysis/1u6LOWtdWA2wwa3CryIBsS,192307,4,progressivehouse,Another You
40,0.604,0.934,10,-5.211,0,0.0672,0.00252,0.729,0.786,0.322,126.012,audio_features,71K3X37anJmwBNyTqvKC2A,spotify:track:71K3X37anJmwBNyTqvKC2A,https://api.spotify.com/v1/tracks/71K3X37anJmwBNyTqvKC2A,https://api.spotify.com/v1/audio-analysis/71K3X37anJmwBNyTqvKC2A,164762,4,progressivehouse,Antares
41,0.49,0.714,7,-6.163,0,0.0525,0.002,0.0,0.447,0.341,130.142,audio_features,4vfiVezSkubcgVoWKmzOZq,spotify:track:4vfiVezSkubcgVoWKmzOZq,https://api.spotify.com/v1/tracks/4vfiVezSkubcgVoWKmzOZq,https://api.spotify.com/v1/audio-analysis/4vfiVezSkubcgVoWKmzOZq,200878,4,progressivehouse,Anthems - Radio Edit
42,0.504,0.777,7,-4.22,0,0.0737,0.0291,1.28e-06,0.431,0.325,128.103,audio_features,5aUm7P7NBrprwCD5hjPdOD,spotify:track:5aUm7P7NBrprwCD5hjPdOD,https://api.spotify.com/v1/tracks/5aUm7P7NBrprwCD5hjPdOD,https://api.spotify.com/v1/audio-analysis/5aUm7P7NBrprwCD5hjPdOD,195234,4,progressivehouse,Anthems
43,0.377,0.75,3,-2.494,1,0.0667,0.0125,0.0,0.123,0.116,128.02,audio_features,76AKZk8rmrj0ui9h76Ydvx,spotify:track:76AKZk8rmrj0ui9h76Ydvx,https://api.spotify.com/v1/tracks/76AKZk8rmrj0ui9h76Ydvx,https://api.spotify.com/v1/audio-analysis/76AKZk8rmrj0ui9h76Ydvx,206612,4,progressivehouse,Apologize (Remix)
44,0.745,0.924,0,-4.611,1,0.0652,0.0207,0.43,0.23,0.386,128.006,audio_features,6PtnDCNfgmC3GGK2TPulFO,spotify:track:6PtnDCNfgmC3GGK2TPulFO,https://api.spotify.com/v1/tracks/6PtnDCNfgmC3GGK2TPulFO,https://api.spotify.com/v1/audio-analysis/6PtnDCNfgmC3GGK2TPulFO,375000,4,progressivehouse,Chasing Clouds Away
45,0.537,0.697,0,-7.966,0,0.0553,0.0922,6.24e-05,0.339,0.107,127.987,audio_features,7iVeQPINHj35xlkHPQxemq,spotify:track:7iVeQPINHj35xlkHPQxemq,https://api.spotify.com/v1/tracks/7iVeQPINHj35xlkHPQxemq,https://api.spotify.com/v1/audio-analysis/7iVeQPINHj35xlkHPQxemq,183685,4,progressivehouse,The Other Shore - Husman Remix
46,0.702,0.548,7,-8.508,1,0.0482,0.0114,0.944,0.0521,0.526,128.006,audio_features,2sYnBfil3Dw85Z6kKKosji,spotify:track:2sYnBfil3Dw85Z6kKKosji,https://api.spotify.com/v1/tracks/2sYnBfil3Dw85Z6kKKosji,https://api.spotify.com/v1/audio-analysis/2sYnBfil3Dw85Z6kKKosji,388029,4,progressivehouse,Hi Scandinavia! - Original Mix
47,0.507,0.785,5,-4.191,1,0.0435,0.0242,0.0,0.218,0.121,128.054,audio_features,2olsY9IxJ17KEDQ8Sb3SQC,spotify:track:2olsY9IxJ17KEDQ8Sb3SQC,https://api.spotify.com/v1/tracks/2olsY9IxJ17KEDQ8Sb3SQC,https://api.spotify.com/v1/audio-analysis/2olsY9IxJ17KEDQ8Sb3SQC,210000,4,progressivehouse,Armageddon
48,0.793,0.877,8,-2.898,1,0.227,0.0949,0.000172,0.111,0.437,127.984,audio_features,4yt2U92UJWyGg4SnlWURtq,spotify:track:4yt2U92UJWyGg4SnlWURtq,https://api.spotify.com/v1/tracks/4yt2U92UJWyGg4SnlWURtq,https://api.spotify.com/v1/audio-analysis/4yt2U92UJWyGg4SnlWURtq,271875,4,progressivehouse,Arsenic
49,0.653,0.945,5,-2.634,1,0.096,0.00561,0.915,0.439,0.326,126.093,audio_features,3hWfKBt3n7j1xqIy6LA5ve,spotify:track:3hWfKBt3n7j1xqIy6LA5ve,https://api.spotify.com/v1/tracks/3hWfKBt3n7j1xqIy6LA5ve,https://api.spotify.com/v1/audio-analysis/3hWfKBt3n7j1xqIy6LA5ve,198095,4,progressivehouse,Astronomia
50,0.416,0.848,3,-4.688,0,0.0596,0.0632,0.0172,0.105,0.165,127.905,audio_features,5bw3ANysdLNdRl8wZfunVp,spotify:track:5bw3ANysdLNdRl8wZfunVp,https://api.spotify.com/v1/tracks/5bw3ANysdLNdRl8wZfunVp,https://api.spotify.com/v1/audio-analysis/5bw3ANysdLNdRl8wZfunVp,258293,4,progressivehouse,Last Chance
51,0.585,0.77,3,-4.604,1,0.0396,0.0227,5.6e-06,0.0692,0.393,122.987,audio_features,3e9iivPr1NZ0ivSGgTdvn4,spotify:track:3e9iivPr1NZ0ivSGgTdvn4,https://api.spotify.com/v1/tracks/3e9iivPr1NZ0ivSGgTdvn4,https://api.spotify.com/v1/audio-analysis/3e9iivPr1NZ0ivSGgTdvn4,231453,4,progressivehouse,Atmosphere
52,0.506,0.848,0,-5.313,0,0.0587,0.0174,1.3e-05,0.196,0.378,127.973,audio_features,3s6oEjTTcjdCResRda90Hx,spotify:track:3s6oEjTTcjdCResRda90Hx,https://api.spotify.com/v1/tracks/3s6oEjTTcjdCResRda90Hx,https://api.spotify.com/v1/audio-analysis/3s6oEjTTcjdCResRda90Hx,191655,4,progressivehouse,Atmosphere
53,0.501,0.827,3,-3.418,1,0.0502,0.025,0.0,0.173,0.161,127.98,audio_features,3EKLhpwGpP6G372HKLRMau,spotify:track:3EKLhpwGpP6G372HKLRMau,https://api.spotify.com/v1/tracks/3EKLhpwGpP6G372HKLRMau,https://api.spotify.com/v1/audio-analysis/3EKLhpwGpP6G372HKLRMau,190325,4,progressivehouse,At The End Of The Night
54,0.446,0.793,5,-3.912,0,0.0556,0.0434,4.14e-05,0.159,0.313,127.799,audio_features,3xQjivjUZ4KnUslduTEYKC,spotify:track:3xQjivjUZ4KnUslduTEYKC,https://api.spotify.com/v1/tracks/3xQjivjUZ4KnUslduTEYKC,https://api.spotify.com/v1/audio-analysis/3xQjivjUZ4KnUslduTEYKC,221133,4,progressivehouse,Disarm You (feat. Ilsey)
55,0.425,0.742,11,-5.098,0,0.0386,0.00772,0.00077,0.112,0.215,127.978,audio_features,6SKkN6yuQFnzMEHMQR3sWw,spotify:track:6SKkN6yuQFnzMEHMQR3sWw,https://api.spotify.com/v1/tracks/6SKkN6yuQFnzMEHMQR3sWw,https://api.spotify.com/v1/audio-analysis/6SKkN6yuQFnzMEHMQR3sWw,233400,4,progressivehouse,A Little More (feat. Sansa)
56,0.52,0.78,0,-8.782,1,0.0339,0.0816,0.816,0.256,0.231,128.02,audio_features,7tqA9XeIDo4VEMaqKqs28g,spotify:track:7tqA9XeIDo4VEMaqKqs28g,https://api.spotify.com/v1/tracks/7tqA9XeIDo4VEMaqKqs28g,https://api.spotify.com/v1/audio-analysis/7tqA9XeIDo4VEMaqKqs28g,191719,4,progressivehouse,Avalanche
57,0.655,0.666,5,-5.309,1,0.0612,0.134,2.12e-05,0.0683,0.272,102.977,audio_features,75NhhYjHO43mvZgYtnXgti,spotify:track:75NhhYjHO43mvZgYtnXgti,https://api.spotify.com/v1/tracks/75NhhYjHO43mvZgYtnXgti,https://api.spotify.com/v1/audio-analysis/75NhhYjHO43mvZgYtnXgti,181812,4,progressivehouse,Lonely Together (feat. Rita Ora)
58,0.826,0.466,4,-7.521,0,0.0425,0.0351,0.0092,0.0833,0.548,124.95,audio_features,630svau24EHHzw1kNk0Bdq,spotify:track:630svau24EHHzw1kNk0Bdq,https://api.spotify.com/v1/tracks/630svau24EHHzw1kNk0Bdq,https://api.spotify.com/v1/audio-analysis/630svau24EHHzw1kNk0Bdq,207546,4,progressivehouse,You Be Love (feat. Billy Raffoul)
59,0.652,0.855,2,-4.832,1,0.0441,0.00179,0.0,0.0404,0.279,134.009,audio_features,6WbADFqMvR8N5u0BvtsWQE,spotify:track:6WbADFqMvR8N5u0BvtsWQE,https://api.spotify.com/v1/tracks/6WbADFqMvR8N5u0BvtsWQE,https://api.spotify.com/v1/audio-analysis/6WbADFqMvR8N5u0BvtsWQE,181673,4,progressivehouse,Without You (feat. Sandro Cavazza)
60,0.535,0.785,5,-6.451,1,0.0503,0.0365,0.21,0.152,0.24,128.015,audio_features,526NDxJXwpsVQNYYbBknyR,spotify:track:526NDxJXwpsVQNYYbBknyR,https://api.spotify.com/v1/tracks/526NDxJXwpsVQNYYbBknyR,https://api.spotify.com/v1/audio-analysis/526NDxJXwpsVQNYYbBknyR,212269,4,progressivehouse,Azure
61,0.603,0.792,0,-4.782,0,0.0472,0.00233,2.74e-06,0.168,0.195,126.926,audio_features,1g99YoPWqouj3VYbUh8H2g,spotify:track:1g99YoPWqouj3VYbUh8H2g,https://api.spotify.com/v1/tracks/1g99YoPWqouj3VYbUh8H2g,https://api.spotify.com/v1/audio-analysis/1g99YoPWqouj3VYbUh8H2g,172913,4,progressivehouse,Backlash - Martin Garrix Radio Edit
62,0.557,0.68,9,-4.857,0,0.0436,0.225,0.0,0.574,0.306,128.002,audio_features,2DAc5uXMAUopuqqijk10z1,spotify:track:2DAc5uXMAUopuqqijk10z1,https://api.spotify.com/v1/tracks/2DAc5uXMAUopuqqijk10z1,https://api.spotify.com/v1/audio-analysis/2DAc5uXMAUopuqqijk10z1,175312,4,progressivehouse,Back To Life
63,0.486,0.898,0,-2.461,0,0.142,0.00771,6.43e-06,0.101,0.352,127.818,audio_features,54mezkJwKPDlDaxxZqmuZN,spotify:track:54mezkJwKPDlDaxxZqmuZN,https://api.spotify.com/v1/tracks/54mezkJwKPDlDaxxZqmuZN,https://api.spotify.com/v1/audio-analysis/54mezkJwKPDlDaxxZqmuZN,178711,4,progressivehouse,Back To Me (feat. Micky Blue)
64,0.659,0.792,9,-3.529,1,0.0457,0.185,0.0,0.0649,0.403,128.035,audio_features,2k32jtSSGwbXKt4Rn6BTk6,spotify:track:2k32jtSSGwbXKt4Rn6BTk6,https://api.spotify.com/v1/tracks/2k32jtSSGwbXKt4Rn6BTk6,https://api.spotify.com/v1/audio-analysis/2k32jtSSGwbXKt4Rn6BTk6,181947,4,progressivehouse,Bad Days - Radio Mix
65,0.652,0.779,9,-6.813,1,0.0348,0.127,0.0971,0.11,0.152,126.017,audio_features,5g2QendXW0mXxgb8Qs2CoT,spotify:track:5g2QendXW0mXxgb8Qs2CoT,https://api.spotify.com/v1/tracks/5g2QendXW0mXxgb8Qs2CoT,https://api.spotify.com/v1/audio-analysis/5g2QendXW0mXxgb8Qs2CoT,204344,4,progressivehouse,Balade
66,0.593,0.867,4,-6.404,0,0.115,0.00914,0.000472,0.922,0.289,128.026,audio_features,5krNtVmwuJ6wIUTwvG343G,spotify:track:5krNtVmwuJ6wIUTwvG343G,https://api.spotify.com/v1/tracks/5krNtVmwuJ6wIUTwvG343G,https://api.spotify.com/v1/audio-analysis/5krNtVmwuJ6wIUTwvG343G,211250,4,progressivehouse,Don't Let Me Go - Lucas & Steve Remix
67,0.582,0.979,11,-2.492,0,0.0714,0.125,0.00152,0.339,0.196,128.01,audio_features,4H63ey6mUOBfAu0KQ3qpYD,spotify:track:4H63ey6mUOBfAu0KQ3qpYD,https://api.spotify.com/v1/tracks/4H63ey6mUOBfAu0KQ3qpYD,https://api.spotify.com/v1/audio-analysis/4H63ey6mUOBfAu0KQ3qpYD,172500,4,progressivehouse,Bazaar (Official Sunburn Goa 2015 Anthem)
